👩🏾‍🐰‍👩🏽	women with bunny ears: medium-dark skin tone, medium skin tone	bestie|bff|bunny|counterpart|dancer|dark|double|ear|ears|identical|medium|medium skin tone|medium-dark skin tone|pair|party|partying|people|skin|soulmate|tone|twin|twinsies|with|women|women with bunny ears: medium-dark skin tone, medium skin tone
👩🏾‍🐰‍👩🏿	women with bunny ears: medium-dark skin tone, dark skin tone	bestie|bff|bunny|counterpart|dancer|dark|dark skin tone|double|ear|ears|identical|medium|medium-dark skin tone|pair|party|partying|people|skin|soulmate|tone|twin|twinsies|with|women|women with bunny ears: medium-dark skin tone, dark skin tone
👩🏿‍🐰‍👩🏻	women with bunny ears: dark skin tone, light skin tone	bestie|bff|bunny|counterpart|dancer|dark|dark skin tone|double|ear|ears|identical|light|light skin tone|pair|party|partying|people|skin|soulmate|tone|twin|twinsies|with|women|women with bunny ears: dark skin tone, light skin tone
👩🏿‍🐰‍👩🏼	women with bunny ears: dark skin tone, medium-light skin tone	bestie|bff|bunny|counterpart|dancer|dark|dark skin tone|double|ear|ears|identical|light|medium|medium-light skin tone|pair|party|partying|people|skin|soulmate|tone|twin|twinsies|with|women|women with bunny ears: dark skin tone, medium-light skin tone
👩🏿‍🐰‍👩🏽	women with bunny ears: dark skin tone, medium skin tone	bestie|bff|bunny|counterpart|dancer|dark|dark skin tone|double|ear|ears|identical|medium|medium skin tone|pair|party|partying|people|skin|soulmate|tone|twin|twinsies|with|women|women with bunny ears: dark skin tone, medium skin tone
👩🏿‍🐰‍👩🏾	women with bunny ears: dark skin tone, medium-dark skin tone	bestie|bff|bunny|counterpart|dancer|dark|dark skin tone|double|ear|ears|identical|medium|medium-dark skin tone|pair|party|partying|people|skin|soulmate|tone|twin|twinsies|with|women|women with bunny ears: dark skin tone, medium-dark skin tone
🧖	person in steamy room	day|in|luxurious|pamper|person|person in steamy room|relax|room|sauna|spa|steam|steambath|steamy|unwind
🧖🏻	person in steamy room: light skin tone	day|in|light|light skin tone|luxurious|pamper|person|person in steamy room: light skin tone|relax|room|sauna|skin|spa|steam|steambath|steamy|tone|unwind
🧖🏼	person in steamy room: medium-light skin tone	day|in|light|luxurious|medium|medium-light skin tone|pamper|person|person in steamy room: medium-light skin tone|relax|room|sauna|skin|spa|steam|steambath|steamy|tone|unwind
🧖🏽	person in steamy room: medium skin tone	day|in|luxurious|medium|medium skin tone|pamper|person|person in steamy room: medium skin tone|relax|room|sauna|skin|spa|steam|steambath|steamy|tone|unwind
🧖🏾	person in steamy room: medium-dark skin tone	dark|day|in|luxurious|medium|medium-dark skin tone|pamper|person|person in steamy room: medium-dark skin tone|relax|room|sauna|skin|spa|steam|steambath|steamy|tone|unwind
🧖🏿	person in steamy room: dark skin tone	dark|dark skin tone|day|in|luxurious|pamper|person|person in steamy room: dark skin tone|relax|room|sauna|skin|spa|steam|steambath|steamy|tone|unwind
🧖‍♂️	man in steamy room	in|man|room|steamy
🧖🏻‍♂️	man in steamy room: light skin tone	in|light|man|room|skin|steamy|tone
🧖🏼‍♂️	man in steamy room: medium-light skin tone	in|light|man|medium|room|skin|steamy|tone
🧖🏽‍♂️	man in steamy room: medium skin tone	in|man|medium|room|skin|steamy|tone
🧖🏾‍♂️	man in steamy room: medium-dark skin tone	dark|in|man|medium|room|skin|steamy|tone
🧖🏿‍♂️	man in steamy room: dark skin tone	dark|in|man|room|skin|steamy|tone
🧖‍♀️	woman in steamy room	in|room|steamy|woman
🧖🏻‍♀️	woman in steamy room: light skin tone	in|light|room|skin|steamy|tone|woman
🧖🏼‍♀️	woman in steamy room: medium-light skin tone	in|light|medium|room|skin|steamy|tone|woman
🧖🏽‍♀️	woman in steamy room: medium skin tone	in|medium|room|skin|steamy|tone|woman
🧖🏾‍♀️	woman in steamy room: medium-dark skin tone	dark|in|medium|room|skin|steamy|tone|woman
🧖🏿‍♀️	woman in steamy room: dark skin tone	dark|in|room|skin|steamy|tone|woman
🧗	person climbing	climb|climber|climbing|mountain|person|person climbing|rock|scale|up
🧗🏻	person climbing: light skin tone	climb|climber|climbing|light|light skin tone|mountain|person|person climbing: light skin tone|rock|scale|skin|tone|up
🧗🏼	person climbing: medium-light skin tone	climb|climber|climbing|light|medium|medium-light skin tone|mountain|person|person climbing: medium-light skin tone|rock|scale|skin|tone|up
🧗🏽	person climbing: medium skin tone	climb|climber|climbing|medium|medium skin tone|mountain|person|person climbing: medium skin tone|rock|scale|skin|tone|up
🧗🏾	person climbing: medium-dark skin tone	climb|climber|climbing|dark|medium|medium-dark skin tone|mountain|person|person climbing: medium-dark skin tone|rock|scale|skin|tone|up
🧗🏿	person climbing: dark skin tone	climb|climber|climbing|dark|dark skin tone|mountain|person|person climbing: dark skin tone|rock|scale|skin|tone|up
🧗‍♂️	man climbing	climbing|man
🧗🏻‍♂️	man climbing: light skin tone	climbing|light|man|skin|tone
🧗🏼‍♂️	man climbing: medium-light skin tone	climbing|light|man|medium|skin|tone
🧗🏽‍♂️	man climbing: medium skin tone	climbing|man|medium|skin|tone
🧗🏾‍♂️	man climbing: medium-dark skin tone	climbing|dark|man|medium|skin|tone
🧗🏿‍♂️	man climbing: dark skin tone	climbing|dark|man|skin|tone
🧗‍♀️	woman climbing	climbing|woman
🧗🏻‍♀️	woman climbing: light skin tone	climbing|light|skin|tone|woman
🧗🏼‍♀️	woman climbing: medium-light skin tone	climbing|light|medium|skin|tone|woman
🧗🏽‍♀️	woman climbing: medium skin tone	climbing|medium|skin|tone|woman
🧗🏾‍♀️	woman climbing: medium-dark skin tone	climbing|dark|medium|skin|tone|woman
🧗🏿‍♀️	woman climbing: dark skin tone	climbing|dark|skin|tone|woman
🤺	person fencing	fencer|fencing|person|person fencing|sword
🏇	horse racing	horse|horse racing|jockey|racehorse|racing|riding|sport
🏇🏻	horse racing: light skin tone	horse|horse racing: light skin tone|jockey|light|light skin tone|racehorse|racing|riding|skin|sport|tone
🏇🏼	horse racing: medium-light skin tone	horse|horse racing: medium-light skin tone|jockey|light|medium|medium-light skin tone|racehorse|racing|riding|skin|sport|tone
🏇🏽	horse racing: medium skin tone	horse|horse racing: medium skin tone|jockey|medium|medium skin tone|racehorse|racing|riding|skin|sport|tone
🏇🏾	horse racing: medium-dark skin tone	dark|horse|horse racing: medium-dark skin tone|jockey|medium|medium-dark skin tone|racehorse|racing|riding|skin|sport|tone
🏇🏿	horse racing: dark skin tone	dark|dark skin tone|horse|horse racing: dark skin tone|jockey|racehorse|racing|riding|skin|sport|tone
⛷️	skier	skier
🏂	snowboarder	ski|snow|snowboard|snowboarder|sport
🏂🏻	snowboarder: light skin tone	light|light skin tone|ski|skin|snow|snowboard|snowboarder|snowboarder: light skin tone|sport|tone
🏂🏼	snowboarder: medium-light skin tone	light|medium|medium-light skin tone|ski|skin|snow|snowboard|snowboarder|snowboarder: medium-light skin tone|sport|tone
🏂🏽	snowboarder: medium skin tone	medium|medium skin tone|ski|skin|snow|snowboard|snowboarder|snowboarder: medium skin tone|sport|tone
🏂🏾	snowboarder: medium-dark skin tone	dark|medium|medium-dark skin tone|ski|skin|snow|snowboard|snowboarder|snowboarder: medium-dark skin tone|sport|tone
🏂🏿	snowboarder: dark skin tone	dark|dark skin tone|ski|skin|snow|snowboard|snowboarder|snowboarder: dark skin tone|sport|tone
🏌️	person golfing	golfing|person
🏌🏻	person golfing: light skin tone	ball|birdie|caddy|driving|golf|golfing|green|light|light skin tone|person|person golfing: light skin tone|pga|putt|range|skin|tee|tone
🏌🏼	person golfing: medium-light skin tone	ball|birdie|caddy|driving|golf|golfing|green|light|medium|medium-light skin tone|person|person golfing: medium-light skin tone|pga|putt|range|skin|tee|tone
🏌🏽	person golfing: medium skin tone	ball|birdie|caddy|driving|golf|golfing|green|medium|medium skin tone|person|person golfing: medium skin tone|pga|putt|range|skin|tee|tone
🏌🏾	person golfing: medium-dark skin tone	ball|birdie|caddy|dark|driving|golf|golfing|green|medium|medium-dark skin tone|person|person golfing: medium-dark skin tone|pga|putt|range|skin|tee|tone
🏌🏿	person golfing: dark skin tone	ball|birdie|caddy|dark|dark skin tone|driving|golf|golfing|green|person|person golfing: dark skin tone|pga|putt|range|skin|tee|tone
🏌️‍♂️	man golfing	golfing|man
🏌🏻‍♂️	man golfing: light skin tone	golfing|light|man|skin|tone
🏌🏼‍♂️	man golfing: medium-light skin tone	golfing|light|man|medium|skin|tone
🏌🏽‍♂️	man golfing: medium skin tone	golfing|man|medium|skin|tone
🏌🏾‍♂️	man golfing: medium-dark skin tone	dark|golfing|man|medium|skin|tone
🏌🏿‍♂️	man golfing: dark skin tone	dark|golfing|man|skin|tone
🏌️‍♀️	woman golfing	golfing|woman
🏌🏻‍♀️	woman golfing: light skin tone	golfing|light|skin|tone|woman
🏌🏼‍♀️	woman golfing: medium-light skin tone	golfing|light|medium|skin|tone|woman
🏌🏽‍♀️	woman golfing: medium skin tone	golfing|medium|skin|tone|woman
🏌🏾‍♀️	woman golfing: medium-dark skin tone	dark|golfing|medium|skin|tone|woman
🏌🏿‍♀️	woman golfing: dark skin tone	dark|golfing|skin|tone|woman
🏄	person surfing	beach|ocean|person|person surfing|sport|surf|surfer|surfing|swell|waves
🏄🏻	person surfing: light skin tone	beach|light|light skin tone|ocean|person|person surfing: light skin tone|skin|sport|surf|surfer|surfing|swell|tone|waves
🏄🏼	person surfing: medium-light skin tone	beach|light|medium|medium-light skin tone|ocean|person|person surfing: medium-light skin tone|skin|sport|surf|surfer|surfing|swell|tone|waves
🏄🏽	person surfing: medium skin tone	beach|medium|medium skin tone|ocean|person|person surfing: medium skin tone|skin|sport|surf|surfer|surfing|swell|tone|waves
🏄🏾	person surfing: medium-dark skin tone	beach|dark|medium|medium-dark skin tone|ocean|person|person surfing: medium-dark skin tone|skin|sport|surf|surfer|surfing|swell|tone|waves
🏄🏿	person surfing: dark skin tone	beach|dark|dark skin tone|ocean|person|person surfing: dark skin tone|skin|sport|surf|surfer|surfing|swell|tone|waves
🏄‍♂️	man surfing	man|surfing
🏄🏻‍♂️	man surfing: light skin tone	light|man|skin|surfing|tone
🏄🏼‍♂️	man surfing: medium-light skin tone	light|man|medium|skin|surfing|tone
🏄🏽‍♂️	man surfing: medium skin tone	man|medium|skin|surfing|tone
🏄🏾‍♂️	man surfing: medium-dark skin tone	dark|man|medium|skin|surfing|tone
🏄🏿‍♂️	man surfing: dark skin tone	dark|man|skin|surfing|tone
🏄‍♀️	woman surfing	surfing|woman
🏄🏻‍♀️	woman surfing: light skin tone	light|skin|surfing|tone|woman
🏄🏼‍♀️	woman surfing: medium-light skin tone	light|medium|skin|surfing|tone|woman
🏄🏽‍♀️	woman surfing: medium skin tone	medium|skin|surfing|tone|woman
🏄🏾‍♀️	woman surfing: medium-dark skin tone	dark|medium|skin|surfing|tone|woman
🏄🏿‍♀️	woman surfing: dark skin tone	dark|skin|surfing|tone|woman
🚣	person rowing boat	boat|canoe|cruise|fishing|lake|oar|paddle|person|person rowing boat|raft|river|row|rowboat|rowing
🚣🏻	person rowing boat: light skin tone	boat|canoe|cruise|fishing|lake|light|light skin tone|oar|paddle|person|person rowing boat: light skin tone|raft|river|row|rowboat|rowing|skin|tone
🚣🏼	person rowing boat: medium-light skin tone	boat|canoe|cruise|fishing|lake|light|medium|medium-light skin tone|oar|paddle|person|person rowing boat: medium-light skin tone|raft|river|row|rowboat|rowing|skin|tone
🚣🏽	person rowing boat: medium skin tone	boat|canoe|cruise|fishing|lake|medium|medium skin tone|oar|paddle|person|person rowing boat: medium skin tone|raft|river|row|rowboat|rowing|skin|tone
🚣🏾	person rowing boat: medium-dark skin tone	boat|canoe|cruise|dark|fishing|lake|medium|medium-dark skin tone|oar|paddle|person|person rowing boat: medium-dark skin tone|raft|river|row|rowboat|rowing|skin|tone
🚣🏿	person rowing boat: dark skin tone	boat|canoe|cruise|dark|dark skin tone|fishing|lake|oar|paddle|person|person rowing boat: dark skin tone|raft|river|row|rowboat|rowing|skin|tone
🚣‍♂️	man rowing boat	boat|man|rowing
🚣🏻‍♂️	man rowing boat: light skin tone	boat|light|man|rowing|skin|tone
🚣🏼‍♂️	man rowing boat: medium-light skin tone	boat|light|man|medium|rowing|skin|tone
🚣🏽‍♂️	man rowing boat: medium skin tone	boat|man|medium|rowing|skin|tone
🚣🏾‍♂️	man rowing boat: medium-dark skin tone	boat|dark|man|medium|rowing|skin|tone
🚣🏿‍♂️	man rowing boat: dark skin tone	boat|dark|man|rowing|skin|tone
🚣‍♀️	woman rowing boat	boat|rowing|woman
🚣🏻‍♀️	woman rowing boat: light skin tone	boat|light|rowing|skin|tone|woman
🚣🏼‍♀️	woman rowing boat: medium-light skin tone	boat|light|medium|rowing|skin|tone|woman
🚣🏽‍♀️	woman rowing boat: medium skin tone	boat|medium|rowing|skin|tone|woman
🚣🏾‍♀️	woman rowing boat: medium-dark skin tone	boat|dark|medium|rowing|skin|tone|woman
🚣🏿‍♀️	woman rowing boat: dark skin tone	boat|dark|rowing|skin|tone|woman
🏊	person swimming	freestyle|person|person swimming|sport|swim|swimmer|swimming|triathlon
🏊🏻	person swimming: light skin tone	freestyle|light|light skin tone|person|person swimming: light skin tone|skin|sport|swim|swimmer|swimming|tone|triathlon
🏊🏼	person swimming: medium-light skin tone	freestyle|light|medium|medium-light skin tone|person|person swimming: medium-light skin tone|skin|sport|swim|swimmer|swimming|tone|triathlon
🏊🏽	person swimming: medium skin tone	freestyle|medium|medium skin tone|person|person swimming: medium skin tone|skin|sport|swim|swimmer|swimming|tone|triathlon
